,customer_id,final_cluster
27002,22699,Fake Vegetarians
27003,17821,Petters
27004,3749,Fake Vegetarians
27005,26620,Local Folks
27006,25727,Retired Elders
27007,39371,Petters
27008,9449,Petters
27009,32153,Gamer Parents
27010,7910,Settled Techies
27011,10049,Settled Techies
27012,19670,Misers
27013,34051,Fake Vegetarians
27014,10651,Balanced Parents
27015,5595,Misers
27016,18225,Fake Vegetarians
27017,34860,Misers
27018,8630,Gamer Parents
27019,49962,Fake Vegetarians
27020,11481,Misers
27021,28720,Misers
27022,35174,Misers
27023,44755,Misers
27024,1877,Balanced Parents
27025,11660,Karens
27026,39915,Stingy Pescatarians
27027,19121,Karens
27028,8341,Misers
27029,22919,Fake Vegetarians
27030,34274,Misers
27031,40252,Local Folks
27032,16745,Millenials
27033,2600,Balanced Parents
27034,44847,Gamer Parents
27035,12225,Balanced Parents
27036,39472,Settled Techies
27037,14313,Petters
27038,21821,Local Folks
27039,7124,Misers
27040,1284,Karens
27041,28776,Fake Vegetarians
27042,41465,Settled Techies
27043,39187,Gamer Parents
27044,45949,Petters
27045,27634,Millenials
27046,48836,Gamer Parents
27047,13821,Settled Techies
27048,22318,Gamer Parents
27049,17032,Local Folks
27050,3821,Petters
27051,18745,Petters
27052,17255,Fake Vegetarians
27053,29287,Petters
27054,39136,Balanced Parents
27055,42526,Misers
27056,30166,Petters
27057,28728,Gamer Parents
27058,15035,Gamer Parents
27059,47888,Petters
27060,25273,Gamer Parents
27061,642,Settled Techies
27062,48463,Gamer Parents
27063,18840,Fake Vegetarians
27064,472,Fake Vegetarians
27065,21610,Gamer Parents
27066,17201,Misers
27067,31885,Petters
27068,16507,Fake Vegetarians
27069,26575,Local Folks
27070,32275,Fake Vegetarians
27071,1012,Petters
27072,24978,Petters
27073,16054,Settled Techies
27074,36557,Local Folks
27075,5946,Karens
27076,31979,Misers
27077,32161,Settled Techies
27078,48546,Millenials
27079,49838,Fake Vegetarians
27080,41775,Karens
27081,4076,Fake Vegetarians
27082,36825,Local Folks
27083,17706,Fake Vegetarians
27084,24881,Balanced Parents
27085,47361,Balanced Parents
27086,18695,Settled Techies
27087,32802,Misers
27088,44527,Gamer Parents
27089,31060,Gamer Parents
27090,27578,Gamer Parents
27091,31189,Gamer Parents
27092,11490,Petters
27093,25908,Gamer Parents
27094,28968,Gamer Parents
27095,32821,Karens
27096,13114,Fake Vegetarians
27097,44628,Fake Vegetarians
27098,34080,Local Folks
27099,16055,Balanced Parents
27100,38847,Karens
27101,43160,Gamer Parents
27102,34185,Karens
27103,16652,Misers
27104,6047,Fake Vegetarians
27105,30836,Fake Vegetarians
27106,30738,Millenials
27107,40751,Karens
27108,834,Youngsters
27109,36702,Karens
27110,2210,Settled Techies
27111,6991,Youngsters
27112,42077,Fake Vegetarians
27113,28179,Karens
27114,14936,Local Folks
27115,1111,Millenials
27116,32082,Misers
27117,22660,Youngsters
27118,6078,Stingy Pescatarians
27119,32358,Settled Techies
27120,15302,Balanced Parents
27121,12508,Local Folks
27122,32458,Balanced Parents
27123,43378,Fake Vegetarians
27124,37726,Petters
27125,1279,Fake Vegetarians
27126,15418,Balanced Parents
27127,9527,Karens
27128,37522,Misers
27129,30253,Misers
27130,14606,Misers
27131,29235,Petters
27132,49262,Fake Vegetarians
27133,1173,Misers
27134,9659,Settled Techies
27135,34499,Local Folks
27136,37576,Karens
27137,13408,Fake Vegetarians
27138,15582,Stingy Pescatarians
27139,3503,Karens
27140,25111,Misers
27141,30004,Gamer Parents
27142,49265,Settled Techies
27143,6877,Misers
27144,46466,Fake Vegetarians
27145,23701,Misers
27146,25865,Local Folks
27147,42356,Petters
27148,36683,Petters
27149,9679,Fake Vegetarians
27150,47066,Karens
27151,12217,Millenials
27152,37335,Petters
27153,28726,Settled Techies
27154,25309,Karens
27155,23424,Fake Vegetarians
27156,9487,Settled Techies
27157,20660,Millenials
27158,24565,Settled Techies
27159,13445,Misers
27160,20491,Fake Vegetarians
27161,32372,Misers
27162,39914,Karens
27163,13650,Petters
27164,46902,Balanced Parents
27165,7251,Balanced Parents
27166,166,Settled Techies
27167,16717,Fake Vegetarians
27168,31154,Fake Vegetarians
27169,38305,Settled Techies
27170,12635,Fake Vegetarians
27171,1152,Settled Techies
27172,47268,Settled Techies
27173,12355,Settled Techies
27174,33964,Settled Techies
27175,3265,Gamer Parents
27176,36034,Millenials
27177,48847,Misers
27178,49389,Fake Vegetarians
27179,49723,Stingy Pescatarians
27180,28331,Local Folks
27181,10863,Karens
27182,4374,Fake Vegetarians
27183,38174,Petters
27184,12301,Fake Vegetarians
27185,7493,Misers
27186,34881,Settled Techies
27187,24538,Balanced Parents
27188,47215,Misers
27189,30483,Karens
27190,22083,Settled Techies
27191,24833,Local Folks
27192,15812,Local Folks
27193,46433,Karens
27194,15580,Youngsters
27195,45481,Fake Vegetarians
27196,18442,Fake Vegetarians
27197,33115,Misers
27198,26712,Settled Techies
27199,48624,Fake Vegetarians
27200,9741,Gamer Parents
27201,9635,Millenials
27202,7675,Local Folks
27203,12686,Karens
27204,32959,Fake Vegetarians
27205,32809,Misers
27206,47756,Local Folks
27207,7884,Youngsters
27208,41714,Misers
27209,44000,Millenials
27210,16423,Gamer Parents
27211,19061,Fake Vegetarians
27212,12789,Misers
27213,28144,Karens
27214,1750,Gamer Parents
27215,1162,Gamer Parents
27216,29914,Gamer Parents
27217,49307,Petters
27218,30859,Fake Vegetarians
27219,20327,Settled Techies
27220,30481,Stingy Pescatarians
27221,36576,Misers
27222,26325,Misers
27223,9931,Millenials
27224,13248,Local Folks
27225,28928,Fake Vegetarians
27226,8744,Local Folks
27227,46856,Misers
27228,45545,Settled Techies
27229,8791,Gamer Parents
27230,6495,Millenials
27231,7319,Local Folks
27232,30338,Gamer Parents
27233,20540,Gamer Parents
27234,47346,Settled Techies
27235,1733,Misers
27236,34164,Millenials
27237,21648,Local Folks
27238,27890,Local Folks
27239,24915,Petters
27240,34713,Fake Vegetarians
27241,47327,Balanced Parents
27242,19420,Karens
27243,39056,Millenials
27244,19109,Misers
27245,44371,Gamer Parents
27246,42817,Fake Vegetarians
27247,27238,Settled Techies
27248,30873,Gamer Parents
27249,474,Petters
27250,42052,Misers
27251,14946,Local Folks
27252,15316,Settled Techies
27253,3104,Settled Techies
27254,23365,Karens
27255,46163,Karens
27256,15956,Karens
27257,16766,Local Folks
27258,48559,Settled Techies
27259,13204,Youngsters
27260,37328,Fake Vegetarians
27261,35275,Gamer Parents
27262,15881,Settled Techies
27263,14787,Petters
27264,39497,Petters
27265,28951,Karens
27266,26581,Local Folks
27267,31409,Local Folks
27268,30927,Fake Vegetarians
27269,4326,Petters
27270,1499,Balanced Parents
27271,1790,Karens
27272,28650,Misers
27273,21129,Fake Vegetarians
27274,40443,Misers
27275,25551,Fake Vegetarians
27276,39175,Balanced Parents
27277,44661,Karens
27278,44118,Misers
27279,20291,Karens
27280,8925,Youngsters
27281,2061,Balanced Parents
27282,20286,Fake Vegetarians
27283,31396,Misers
27284,31004,Fake Vegetarians
27285,32084,Petters
27286,4927,Local Folks
27287,26846,Karens
27288,6690,Karens
27289,4745,Settled Techies
27290,33162,Gamer Parents
27291,6002,Karens
27292,29273,Karens
27293,10119,Settled Techies
27294,48279,Karens
27295,26908,Misers
27296,19469,Gamer Parents
27297,49446,Misers
27298,10527,Karens
27299,39394,Fake Vegetarians
27300,48268,Misers
27301,40861,Local Folks
27302,14732,Fake Vegetarians
27303,37934,Petters
27304,17433,Karens
27305,9003,Misers
27306,6008,Gamer Parents
27307,25858,Settled Techies
27308,49604,Settled Techies
27309,23844,Local Folks
27310,30456,Gamer Parents
27311,27050,Settled Techies
27312,48915,Misers
27313,39600,Gamer Parents
27314,39622,Misers
27315,48005,Petters
27316,3232,Fake Vegetarians
27317,42188,Fake Vegetarians
27318,23411,Petters
27319,39533,Settled Techies
27320,46,Misers
27321,23870,Gamer Parents
27322,32050,Misers
27323,14084,Local Folks
27324,34313,Settled Techies
27325,36339,Petters
27326,26676,Petters
27327,9566,Gamer Parents
27328,15679,Fake Vegetarians
27329,20302,Balanced Parents
27330,32293,Settled Techies
27331,39698,Youngsters
27332,28822,Youngsters
27333,27344,Local Folks
27334,38736,Fake Vegetarians
27335,16584,Fake Vegetarians
27336,37292,Karens
27337,21739,Fake Vegetarians
27338,28102,Millenials
27339,5971,Karens
27340,29683,Settled Techies
27341,21746,Petters
27342,33086,Gamer Parents
27343,41409,Fake Vegetarians
27344,3327,Millenials
27345,11143,Gamer Parents
27346,15970,Settled Techies
27347,21295,Misers
27348,44084,Fake Vegetarians
27349,23557,Balanced Parents
27350,33730,Fake Vegetarians
27351,10536,Misers
27352,13433,Misers
27353,49801,Fake Vegetarians
27354,18644,Millenials
27355,32886,Settled Techies
27356,42451,Settled Techies
27357,389,Karens
27358,26998,Settled Techies
27359,38500,Fake Vegetarians
27360,6648,Balanced Parents
27361,33149,Local Folks
27362,19492,Petters
27363,29725,Gamer Parents
27364,611,Fake Vegetarians
27365,7854,Karens
27366,38568,Karens
27367,28460,Petters
27368,49346,Settled Techies
27369,23744,Settled Techies
27370,45383,Local Folks
27371,38903,Local Folks
27372,6375,Gamer Parents
27373,20856,Local Folks
27374,37578,Misers
27375,920,Local Folks
27376,1262,Youngsters
27377,33429,Petters
27378,4800,Karens
27379,6572,Karens
27380,33441,Misers
27381,5044,Settled Techies
27382,37826,Misers
27383,44542,Petters
27384,34116,Local Folks
27385,28107,Fake Vegetarians
27386,10250,Misers
27387,23594,Gamer Parents
27388,6908,Settled Techies
27389,27703,Petters
27390,47432,Misers
27391,39529,Local Folks
27392,27007,Karens
27393,13513,Youngsters
27394,49670,Gamer Parents
27395,38473,Petters
27396,37706,Gamer Parents
27397,14422,Misers
27398,20607,Settled Techies
27399,18927,Local Folks
27400,29154,Millenials
27401,49186,Fake Vegetarians
27402,33837,Gamer Parents
27403,23470,Balanced Parents
27404,22409,Settled Techies
27405,36723,Misers
27406,11571,Karens
27407,16286,Fake Vegetarians
27408,46573,Karens
27409,21861,Karens
27410,12664,Misers
27411,5848,Fake Vegetarians
27412,45483,Settled Techies
27413,30002,Balanced Parents
27414,39970,Millenials
27415,38644,Misers
27416,26701,Misers
27417,23872,Balanced Parents
27418,27077,Settled Techies
27419,49367,Gamer Parents
27420,2611,Fake Vegetarians
27421,32890,Fake Vegetarians
27422,10084,Fake Vegetarians
27423,42298,Misers
27424,5869,Settled Techies
27425,43737,Settled Techies
27426,35186,Misers
27427,16424,Karens
27428,10648,Settled Techies
27429,9995,Local Folks
27430,35434,Gamer Parents
27431,35013,Gamer Parents
27432,19189,Balanced Parents
27433,4943,Karens
27434,43808,Gamer Parents
27435,48564,Local Folks
27436,24264,Gamer Parents
27437,28811,Fake Vegetarians
27438,8453,Gamer Parents
27439,29369,Misers
27440,16336,Petters
27441,11029,Karens
27442,29975,Misers
27443,7822,Fake Vegetarians
27444,23389,Fake Vegetarians
27445,735,Fake Vegetarians
27446,35912,Karens
27447,42954,Fake Vegetarians
27448,44738,Petters
27449,19795,Misers
27450,47205,Karens
27451,21967,Fake Vegetarians
27452,240,Karens
27453,39854,Local Folks
27454,15682,Fake Vegetarians
27455,37956,Settled Techies
27456,23374,Petters
27457,17006,Youngsters
27458,32670,Gamer Parents
27459,32403,Misers
27460,47681,Settled Techies
27461,35975,Misers
27462,36120,Fake Vegetarians
27463,49783,Settled Techies
27464,29270,Karens
27465,14977,Settled Techies
27466,115,Misers
27467,16,Fake Vegetarians
27468,22808,Karens
27469,102,Settled Techies
27470,35319,Petters
27471,48439,Local Folks
27472,2539,Settled Techies
27473,4294,Misers
27474,23140,Misers
27475,36938,Misers
27476,34545,Petters
27477,37295,Youngsters
27478,1739,Millenials
27479,3236,Fake Vegetarians
27480,38406,Settled Techies
27481,27678,Karens
27482,35472,Misers
27483,7191,Fake Vegetarians
27484,210,Misers
27485,42700,Fake Vegetarians
27486,20278,Millenials
27487,30945,Fake Vegetarians
27488,45621,Fake Vegetarians
27489,21822,Balanced Parents
27490,42784,Petters
27491,30126,Fake Vegetarians
27492,16373,Misers
27493,17606,Gamer Parents
27494,5743,Fake Vegetarians
27495,21168,Misers
27496,17051,Youngsters
27497,45149,Fake Vegetarians
27498,6444,Balanced Parents
27499,16123,Settled Techies
27500,3349,Petters
27501,5278,Misers
27502,17878,Local Folks
27503,1205,Settled Techies
27504,8952,Settled Techies
27505,14559,Settled Techies
27506,29344,Karens
27507,35219,Gamer Parents
27508,7806,Fake Vegetarians
27509,32711,Misers
27510,2393,Youngsters
27511,44488,Settled Techies
27512,49522,Settled Techies
27513,14896,Gamer Parents
27514,14029,Fake Vegetarians
27515,43337,Fake Vegetarians
27516,14089,Settled Techies
27517,27544,Fake Vegetarians
27518,3010,Balanced Parents
27519,19277,Settled Techies
27520,30366,Settled Techies
27521,19877,Fake Vegetarians
27522,918,Balanced Parents
27523,17253,Misers
27524,6972,Misers
27525,32597,Misers
27526,12190,Fake Vegetarians
27527,11329,Misers
27528,10373,Local Folks
27529,25855,Balanced Parents
27530,32898,Millenials
27531,38648,Fake Vegetarians
27532,35678,Settled Techies
27533,17942,Settled Techies
27534,45076,Misers
27535,49013,Misers
27536,2140,Youngsters
27537,29436,Youngsters
27538,48011,Karens
27539,13225,Misers
27540,19146,Youngsters
27541,18645,Balanced Parents
27542,26612,Misers
27543,24414,Local Folks
27544,35262,Settled Techies
27545,44232,Settled Techies
27546,12422,Gamer Parents
27547,22741,Gamer Parents
27548,4945,Misers
27549,19747,Petters
27550,37554,Settled Techies
27551,27555,Fake Vegetarians
27552,12984,Fake Vegetarians
27553,32495,Settled Techies
27554,25861,Gamer Parents
27555,23935,Millenials
27556,7712,Youngsters
27557,28072,Balanced Parents
27558,2293,Youngsters
27559,24916,Fake Vegetarians
27560,45407,Petters
27561,31491,Karens
27562,5745,Gamer Parents
27563,29684,Karens
27564,11630,Youngsters
27565,11774,Misers
27566,14309,Misers
27567,19583,Karens
27568,34846,Misers
27569,41337,Local Folks
27570,37191,Misers
27571,42367,Local Folks
27572,4940,Karens
27573,30298,Misers
27574,32511,Karens
27575,14207,Settled Techies
27576,37962,Fake Vegetarians
27577,34783,Settled Techies
27578,26250,Misers
27579,39155,Karens
27580,10140,Settled Techies
27581,36324,Petters
27582,11235,Gamer Parents
27583,12627,Fake Vegetarians
27584,5107,Balanced Parents
27585,15904,Fake Vegetarians
27586,22517,Settled Techies
27587,20522,Settled Techies
27588,32074,Petters
27589,33361,Local Folks
27590,4442,Misers
27591,15976,Petters
27592,47501,Youngsters
27593,29873,Millenials
27594,12335,Petters
27595,44027,Petters
27596,11570,Petters
27597,45820,Petters
27598,45668,Fake Vegetarians
27599,13423,Local Folks
27600,44604,Fake Vegetarians
27601,7500,Fake Vegetarians
27602,42295,Balanced Parents
27603,45653,Karens
27604,9166,Petters
27605,38614,Karens
27606,14468,Petters
27607,3472,Karens
27608,32328,Karens
27609,42702,Misers
27610,28757,Millenials
27611,13927,Karens
27612,31334,Gamer Parents
27613,4400,Fake Vegetarians
27614,31846,Petters
27615,22128,Karens
27616,43857,Fake Vegetarians
27617,18632,Settled Techies
27618,12785,Karens
27619,19089,Gamer Parents
27620,11075,Karens
27621,15110,Karens
27622,14001,Settled Techies
27623,12936,Gamer Parents
27624,3956,Karens
27625,14286,Fake Vegetarians
27626,15159,Karens
27627,23884,Petters
27628,26733,Fake Vegetarians
27629,282,Karens
27630,49042,Balanced Parents
27631,268,Balanced Parents
27632,19896,Fake Vegetarians
27633,27686,Local Folks
27634,48000,Fake Vegetarians
27635,32087,Fake Vegetarians
27636,31914,Karens
27637,40406,Petters
27638,5462,Fake Vegetarians
27639,32884,Fake Vegetarians
27640,16838,Millenials
27641,17911,Gamer Parents
27642,18048,Fake Vegetarians
27643,12043,Karens
27644,18740,Settled Techies
27645,17985,Millenials
27646,12504,Settled Techies
27647,29856,Balanced Parents
27648,14439,Gamer Parents
27649,36232,Settled Techies
27650,40247,Fake Vegetarians
27651,34913,Stingy Pescatarians
27652,11141,Misers
27653,35266,Karens
27654,44586,Fake Vegetarians
27655,22950,Fake Vegetarians
27656,19834,Karens
27657,41870,Local Folks
27658,29141,Petters
27659,41125,Gamer Parents
27660,49819,Youngsters
27661,4757,Fake Vegetarians
27662,1518,Petters
27663,35860,Misers
27664,41416,Misers
27665,31667,Fake Vegetarians
27666,14247,Settled Techies
27667,31337,Misers
27668,16599,Settled Techies
27669,44293,Millenials
27670,45185,Gamer Parents
27671,47020,Local Folks
27672,18056,Gamer Parents
27673,2251,Misers
27674,49408,Fake Vegetarians
27675,14390,Gamer Parents
27676,18228,Balanced Parents
27677,13785,Karens
27678,8997,Fake Vegetarians
27679,27722,Fake Vegetarians
27680,6138,Fake Vegetarians
27681,37788,Misers
27682,34721,Petters
27683,43298,Gamer Parents
27684,47365,Fake Vegetarians
27685,1183,Settled Techies
27686,40360,Karens
27687,36663,Millenials
27688,24176,Fake Vegetarians
27689,720,Fake Vegetarians
27690,36490,Petters
27691,6439,Gamer Parents
27692,8121,Misers
27693,23715,Gamer Parents
27694,40341,Karens
27695,12600,Local Folks
27696,7147,Misers
27697,16708,Local Folks
27698,25070,Fake Vegetarians
27699,16198,Fake Vegetarians
27700,48898,Settled Techies
27701,27566,Fake Vegetarians
27702,43324,Fake Vegetarians
27703,36770,Petters
27704,28659,Local Folks
27705,39312,Settled Techies
27706,39715,Gamer Parents
27707,34351,Petters
27708,42230,Misers
27709,49703,Youngsters
27710,9984,Petters
27711,18073,Karens
27712,45486,Misers
27713,4189,Fake Vegetarians
27714,21812,Misers
27715,6119,Settled Techies
27716,30884,Youngsters
27717,34220,Fake Vegetarians
27718,33645,Millenials
27719,11149,Misers
27720,24830,Misers
27721,23731,Gamer Parents
27722,14083,Fake Vegetarians
27723,22865,Millenials
27724,15879,Misers
27725,24684,Gamer Parents
27726,2408,Karens
27727,22503,Balanced Parents
27728,41481,Misers
27729,42402,Misers
27730,11778,Fake Vegetarians
27731,30806,Settled Techies
27732,20435,Balanced Parents
27733,3937,Gamer Parents
27734,37346,Settled Techies
27735,20045,Gamer Parents
27736,42400,Petters
27737,12124,Karens
27738,29714,Misers
27739,40279,Stingy Pescatarians
27740,15439,Local Folks
27741,32152,Misers
27742,29063,Gamer Parents
27743,38998,Petters
27744,36046,Misers
27745,2385,Misers
27746,30109,Youngsters
27747,6835,Balanced Parents
27748,24749,Stingy Pescatarians
27749,1952,Petters
27750,36538,Petters
27751,38941,Local Folks
27752,47424,Misers
27753,47272,Local Folks
27754,20043,Fake Vegetarians
27755,15448,Millenials
27756,32588,Settled Techies
27757,31258,Misers
27758,8861,Gamer Parents
27759,19370,Settled Techies
27760,158,Settled Techies
27761,21908,Gamer Parents
27762,8600,Petters
27763,26430,Millenials
27764,11692,Settled Techies
27765,13568,Karens
27766,30521,Millenials
27767,25374,Settled Techies
27768,22324,Misers
27769,17505,Balanced Parents
27770,33773,Petters
27771,17718,Local Folks
27772,32811,Settled Techies
27773,18176,Balanced Parents
27774,43274,Fake Vegetarians
27775,25422,Misers
27776,48903,Petters
27777,36484,Settled Techies
27778,9025,Millenials
27779,49366,Fake Vegetarians
27780,4381,Balanced Parents
27781,49079,Fake Vegetarians
27782,33802,Fake Vegetarians
27783,16903,Balanced Parents
27784,16720,Karens
27785,11042,Karens
27786,8940,Fake Vegetarians
27787,18223,Karens
27788,14657,Misers
27789,11096,Fake Vegetarians
27790,28231,Misers
27791,3636,Misers
27792,47656,Petters
27793,1926,Fake Vegetarians
27794,21834,Local Folks
27795,34532,Settled Techies
27796,5149,Misers
27797,36962,Settled Techies
27798,38396,Balanced Parents
27799,724,Gamer Parents
27800,4781,Misers
27801,8805,Settled Techies
27802,45416,Gamer Parents
27803,29954,Fake Vegetarians
27804,1841,Local Folks
27805,38147,Karens
27806,15299,Fake Vegetarians
27807,9944,Misers
27808,1046,Local Folks
27809,16064,Youngsters
27810,6805,Petters
27811,753,Gamer Parents
27812,22205,Local Folks
27813,34886,Fake Vegetarians
27814,11136,Local Folks
27815,40037,Karens
27816,13685,Youngsters
27817,19962,Fake Vegetarians
27818,46088,Fake Vegetarians
27819,34309,Fake Vegetarians
27820,28888,Misers
27821,3751,Fake Vegetarians
27822,36971,Local Folks
27823,33476,Gamer Parents
27824,21377,Fake Vegetarians
27825,33569,Misers
27826,43823,Millenials
27827,1692,Fake Vegetarians
27828,20741,Stingy Pescatarians
27829,23978,Millenials
27830,47372,Karens
27831,10453,Karens
27832,32899,Fake Vegetarians
27833,15700,Gamer Parents
27834,32677,Settled Techies
27835,46854,Gamer Parents
27836,40269,Balanced Parents
27837,21077,Misers
27838,16044,Petters
27839,46776,Millenials
27840,21596,Fake Vegetarians
27841,48970,Petters
27842,25163,Balanced Parents
27843,15144,Petters
27844,2855,Gamer Parents
27845,36067,Millenials
27846,2264,Karens
27847,28741,Settled Techies
27848,7864,Local Folks
27849,12135,Gamer Parents
27850,28043,Fake Vegetarians
27851,2804,Misers
27852,25172,Misers
27853,15063,Settled Techies
27854,19142,Petters
27855,4505,Settled Techies
27856,42599,Settled Techies
27857,18285,Misers
27858,8621,Misers
27859,19717,Gamer Parents
27860,28931,Fake Vegetarians
27861,34415,Local Folks
27862,15979,Fake Vegetarians
27863,43947,Petters
27864,17777,Youngsters
27865,21055,Fake Vegetarians
27866,21695,Misers
27867,35338,Karens
27868,49295,Settled Techies
27869,10124,Settled Techies
27870,36891,Petters
27871,45800,Gamer Parents
27872,30031,Misers
27873,24355,Petters
27874,47102,Gamer Parents
27875,20862,Gamer Parents
27876,47469,Gamer Parents
27877,6781,Local Folks
27878,4660,Fake Vegetarians
27879,22236,Balanced Parents
27880,38405,Settled Techies
27881,991,Local Folks
27882,28329,Settled Techies
27883,23825,Millenials
27884,49753,Petters
27885,45479,Misers
27886,25155,Fake Vegetarians
27887,23555,Fake Vegetarians
27888,37853,Petters
27889,44097,Local Folks
27890,7363,Gamer Parents
27891,37281,Fake Vegetarians
27892,45425,Fake Vegetarians
27893,14545,Petters
27894,37284,Youngsters
27895,33505,Gamer Parents
27896,1503,Settled Techies
27897,32541,Misers
27898,16375,Petters
27899,46320,Settled Techies
27900,33970,Karens
27901,26970,Settled Techies
27902,42931,Petters
27903,45755,Karens
27904,30598,Karens
27905,49311,Misers
27906,22711,Settled Techies
27907,49698,Local Folks
27908,42194,Settled Techies
27909,2799,Fake Vegetarians
27910,37320,Gamer Parents
27911,38394,Fake Vegetarians
27912,22434,Karens
27913,43096,Millenials
27914,34057,Settled Techies
27915,14380,Karens
27916,47973,Misers
27917,32395,Misers
27918,24917,Misers
27919,4516,Gamer Parents
27920,30958,Youngsters
27921,36665,Fake Vegetarians
27922,29956,Fake Vegetarians
27923,46689,Fake Vegetarians
27924,7088,Settled Techies
27925,27974,Fake Vegetarians
27926,45088,Petters
27927,41789,Karens
27928,42697,Fake Vegetarians
27929,11523,Misers
27930,48783,Balanced Parents
27931,25570,Local Folks
27932,31386,Karens
27933,38353,Karens
27934,15801,Fake Vegetarians
27935,24929,Misers
27936,22995,Fake Vegetarians
27937,43796,Misers
27938,45858,Settled Techies
27939,24130,Gamer Parents
27940,200,Settled Techies
27941,19504,Misers
27942,25827,Misers
27943,36079,Local Folks
27944,42080,Fake Vegetarians
27945,10041,Misers
27946,7852,Fake Vegetarians
27947,19807,Gamer Parents
27948,4348,Millenials
27949,42212,Gamer Parents
27950,39011,Misers
27951,11118,Karens
27952,46004,Gamer Parents
27953,47305,Millenials
27954,9047,Gamer Parents
27955,29009,Fake Vegetarians
27956,42930,Karens
27957,7437,Youngsters
27958,47287,Youngsters
27959,3979,Misers
27960,40368,Misers
27961,37798,Local Folks
27962,33412,Karens
27963,18801,Gamer Parents
27964,18024,Balanced Parents
27965,40414,Gamer Parents
27966,39718,Karens
27967,31567,Gamer Parents
27968,21047,Fake Vegetarians
27969,24466,Misers
27970,6172,Local Folks
27971,20488,Karens
27972,27794,Misers
27973,15670,Youngsters
27974,42899,Local Folks
27975,8951,Local Folks
27976,12105,Fake Vegetarians
27977,44822,Misers
27978,26336,Millenials
27979,39111,Misers
27980,8171,Local Folks
27981,24532,Balanced Parents
27982,36030,Fake Vegetarians
27983,38423,Misers
27984,38773,Misers
27985,25714,Settled Techies
27986,16514,Petters
27987,27486,Misers
27988,39509,Settled Techies
27989,48325,Petters
27990,31878,Gamer Parents
27991,37259,Settled Techies
27992,12111,Misers
27993,1981,Misers
27994,21422,Misers
27995,25610,Fake Vegetarians
27996,23121,Misers
27997,27422,Gamer Parents
27998,28917,Local Folks
27999,4024,Balanced Parents
28000,15178,Settled Techies
28001,10595,Misers
28002,225,Gamer Parents
28003,25594,Millenials
28004,28543,Settled Techies
28005,38474,Millenials
28006,49755,Local Folks
28007,27120,Karens
28008,44761,Settled Techies
28009,26700,Youngsters
28010,2454,Local Folks
28011,18874,Fake Vegetarians
28012,17495,Gamer Parents
28013,13465,Misers
28014,30384,Balanced Parents
28015,39177,Settled Techies
28016,5942,Misers
28017,7514,Fake Vegetarians
28018,22541,Settled Techies
28019,42515,Misers
28020,1266,Misers
28021,35801,Gamer Parents
28022,14123,Karens
28023,4451,Fake Vegetarians
28024,526,Misers
28025,9427,Karens
28026,16540,Misers
28027,2123,Settled Techies
28028,2052,Fake Vegetarians
28029,39314,Petters
28030,42773,Settled Techies
28031,14474,Balanced Parents
28032,19228,Fake Vegetarians
28033,8528,Misers
28034,28315,Settled Techies
28035,10924,Karens
28036,33112,Gamer Parents
28037,22199,Gamer Parents
28038,24923,Karens
28039,16996,Fake Vegetarians
28040,5394,Karens
28041,36833,Local Folks
28042,13231,Fake Vegetarians
28043,13507,Fake Vegetarians
28044,37111,Settled Techies
28045,38615,Gamer Parents
28046,1776,Fake Vegetarians
28047,12755,Gamer Parents
28048,33222,Karens
28049,41706,Misers
28050,36692,Millenials
28051,6196,Local Folks
28052,40381,Misers
28053,24774,Fake Vegetarians
28054,37952,Millenials
28055,9032,Karens
28056,7957,Millenials
28057,1789,Stingy Pescatarians
28058,18535,Misers
28059,29181,Fake Vegetarians
28060,31170,Local Folks
28061,5256,Petters
28062,21407,Local Folks
28063,40312,Settled Techies
28064,9660,Karens
28065,43480,Local Folks
28066,29072,Petters
28067,7357,Millenials
28068,12294,Karens
28069,4350,Gamer Parents
28070,35355,Karens
28071,25406,Settled Techies
28072,3115,Karens
28073,5460,Misers
28074,27033,Karens
28075,6209,Local Folks
28076,27079,Gamer Parents
28077,16320,Fake Vegetarians
28078,4362,Petters
28079,26505,Gamer Parents
28080,10802,Misers
28081,40947,Misers
28082,46367,Local Folks
28083,49715,Fake Vegetarians
28084,36177,Fake Vegetarians
28085,45847,Fake Vegetarians
28086,43925,Local Folks
28087,48750,Misers
28088,38069,Gamer Parents
28089,25917,Petters
28090,38797,Local Folks
28091,38828,Misers
28092,24393,Misers
28093,8943,Petters
28094,32267,Gamer Parents
28095,4470,Karens
28096,21184,Karens
28097,39604,Balanced Parents
28098,34816,Gamer Parents
28099,38223,Settled Techies
28100,33534,Karens
28101,33892,Misers
28102,25743,Petters
28103,34268,Karens
28104,47412,Misers
28105,31951,Fake Vegetarians
28106,17759,Petters
28107,45205,Misers
28108,1729,Misers
28109,44523,Karens
28110,41803,Fake Vegetarians
28111,22404,Local Folks
28112,32939,Stingy Pescatarians
28113,4290,Youngsters
28114,46976,Local Folks
28115,30380,Gamer Parents
28116,16933,Misers
28117,2006,Fake Vegetarians
28118,35278,Gamer Parents
28119,45395,Karens
28120,7016,Local Folks
28121,41880,Petters
28122,49733,Fake Vegetarians
28123,19157,Local Folks
28124,49494,Petters
28125,27662,Settled Techies
28126,29982,Petters
28127,4571,Settled Techies
28128,27516,Misers
28129,9412,Local Folks
28130,25882,Settled Techies
